IYEAR	OPERATOR_ID	RPTID	NAME	OPSTREET	OPCITY	OPCOUNTY	OPSTATE	OPZIP	IHOUR	IDATE	ACSTREET	ACCITY	ACSTATE	ACCOUNTY	ACZIP	LATITUDE	LONGITUDE	CLASS	IFED	LRTYPE	LRTYPE_TEXT	LEAK	LEAK_TEXT	PUNC_DIAM	RUPTURE	RUPTURE_TEXT	RUPLN	PROPLN	FATAL	EFAT	GPFAT	NFAT	INJURE	EINJ	GPINJ	NINJ	PRPTY	GASPRP	OPPRP	PPPRP	IGNITE	EXPLO	EVAC	EVACNO	EVAC_REASON	EVAC_REASON_TEXT	STHH	STMN	TELRN	TELDT	INC_PRS	MAOP	MAOPEST	MAOPTST	TYSYS	TYSYS_TEXT	TYSYSO	PRTFL	PRTFL_TEXT	PRTFLO	MLKD	MLKD_TEXT	PLAS_DUCT	PLAST_JNT	PLAS_BRIT	MLKDO	PRTYR	NPS	WALLTHK	SPEC	SMYS	SEAM	VALVE	MANU	MANYR	LOCLK	LOCLK_TEXT	LOCLKO	CAUSE	CAUSE_TEXT	CAUSE_DETAILS_TEXT	PIPE_COAT	PIPE_COAT_TEXT	VIS_EXAM	VIS_EXAM_TEXT	VIS_EXAMO	COR_CAUSE	COR_CAUSE_TEXT	COR_CAUSEO	PROT	CPYR	PREV_DAM	PREV_DAM_YR	PREV_DAM_MO	EARTH_MOVE	EARTH_MOVE_TEXT	EARTH_MOVEO	FLOODS	FLOODS_TEXT	FLOODSO	TEMPER	TEMPER_TEXT	TEMPERO	THIRD_PARTY_GRP	THIRD_PARTY_GRP_TEXT	THIRD_PARTY_TYPE	THIRD_PARTY_TYPE_TEXT	THIRD_PARTY_TYPEO	NOTIF	NOTIF_DATE	NOTIF_RCVD	NOTIF_RCVD_TEXT	MARKED	TEMP_MARK	TEMP_MARK_TEXT	PERM_MARK	ACC_MARK	ACC_MARK_TEXT	MKD_IN_TIME	FIRE_EXPLO	FIRE_EXPLO_TEXT	PIPE_BODY	PIPE_BODY_TEXT	PIPE_BODYO	COMPONENT	COMPONENT_TEXT	COMPONENTO	JOINT	JOINT_TEXT	JOINTO	BUTT	BUTT_TEXT	BUTTO	FILLET	FILLET_TEXT	FILLETO	PIPE_SEAM	PIPE_SEAM_TEXT	PIPE_SEAMO	FAIL_TYPEMAT	FAIL_TYPECONS	CONS_DEF	CONS_DEF_TEXT	PIPE_DAMAGE	PRS_TEST	TEST_MO	TEST_DAY	TEST_YR	TEST_TP	TEST_PRS	MALFUNC	MALFUNC_TEXT	MALFUNCO	THREADS	THREADS_TEXT	THREADSO	IO_TYPE	IO_TYPE_TEXT	IO_TYPEO	IO_DRUG	IO_ALCO	IO_QUAL	IO_QUAL_HRS	MISC	UNKNOWN	UNKNOWN_TEXT	DEPTH_COV	PNAME	PTEL	PEMAIL	NARRATIVE
2005	4483	20050083	ENSTAR NATURAL GAS COMPANY	PO BOX 190288	ANCHORAGE	ANCHORAGE	AK	99519	212	6/1/2005	3224 AND 3230 ORION CIRCLE	ANCHORAGE	AK	ANCHORAGE	99517	61DEG15'N	149DEG45'W	3	NO	2	RUPTURE				1	CIRCUMFERENTIAL-SEPARATION			0	0	0	0	0	0	0	0	352100	100	2000	350000	YES	NO	NULL				2	57	760586	6/1/2005	55	60	TEST PRESSURE	100	2	METER SET		5	OTHER	"METERS, RISERS"	3	POLYETHYLENE PLASTIC						0.05	0.09	HDOE				DRISCOPIPE	1983	3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							DAVID W. BREDIN	9072643745	DAVE.BREDIN@ENSTARNATURALGAS.COM	"ENSTAR WAS NOTIFIED BY THE ANCHORAGE FIRE DEPARTMENT (AFD) OF A STRUCTURE FIRE AT 3324 AND 3230 ORION CIRCLE, ANCHORAGE, AK AT 0212, JUNE 1, 2005.  ENSTAR CREWS RESPONDED TO FIND A 2-UNIT TOWNHOME FULLY ENGULFED IN FIRE.  EACH UNIT WAS SERVED BY A SEPARATE NATURAL GAS SERVICE LINE AND METER.  THE FIRE MELTED BOTH NATURAL GAS RISERS AND METERS.  ENSTAR CREWS DUG UP BOTH NATURAL GAS SERVICE LINES AND PINCHED THEM OFF AND CAPPED THEM.  NATURAL GAS DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
2005	15350	20050084	DOMINION PEOPLES	625 LIBERTY AVENUE	PITTSBURGH	ALLEGHENY	PA	152223199	1120	4/28/2005	RT.8 & SAXONBURG BLVD	SHALER	PA	ALLEGHENY	15116	40.5117912	-79.9477386	3	NO	1	LEAK	3	PUNCTURE	1.25					0	0	0	0	0	0	0	0	64891	2019	62872	0	NO	NO	YES	65	4	COMPANY POLICY	2	55	757091	4/28/2005	50	60	49 CFR SEC 192.619(a)(30)		1	MAIN		1	BODY OF PIPE		1	STEEL					1949	10	0.37	UNKNOWN	4	SEAMLESS		UNKNOWN		2	UNDER PAVEMENT		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	3	WATER		YES	4/20/2005	1	ONE-CALL SYSTEM	YES	3	PAINT	NO	2	INACCURATE	YES																									NULL	NULL																						84	"STEVEN W. BUCK, TECHNICAL SPECIALIST, GAS PIPELINE SAFETY"	3304018033	STEVEN.W.BUCK@DOM.COM	"ON APRIL 28, 2005, AT APPROXIMATELY 11:30 AM DOMINION PEOPLES RECEIVED A REPORT FROM 911 THAT A PIPELINE WAS HIT AND DAMAGED BY A CONTRACTOR BORING THE ROAD AT RT.8 AND SAXONBURG BOULEVARD, SHALER TOWNSHIP,  ALLEGHENY COUNTY, PA. DOMINION PEOPLES PERSONNEL RESPONDED, ARRIVED AT THE SCENE AT 11:50 AM AND FOUND A 10"" PIPELINE WAS DAMAGED AND LEAKING.  THE PIPELINE WAS THEN SHUTDOWN AT THE MAINLINE VALVE.  NOTIFICATION OF THE EVENT WAS MADE BY TELEPHONE TO THE PA-PUC. A PRELIMINARY DAMAGE ASSESSMENT WAS THEN CONDUCTED, WHEN IT WAS DETERMINED THAT THE ESTIMATED PROPERTY DAMAGE RELATED TO REPORTABLE INCIDENTS MAY REACH THE REPORTABLE LEVEL, VERBAL NOTIFICATION WAS MADE ON APRIL 28, 2005 AT APPROXIMATELY 1:20 PM TO THE NRC AND AGAIN TO THE PA-PUC BY TELEPHONE. NRC #757091 WAS ASSIGNED TO THIS EVENT AT THIS TIME.  THE PA-PUC RESPONDED AND CONDUCTED AN ON-SITE INVESTIGATION OF THIS INCIDENT ON APRIL 28, 2005. A FOLLOW-UP REVIEW WITH THE PUC WAS ALSO CONDUCTED ON MAY 9, 2005. PRELIMINARY INVESTIGATIONS REVEALED THAT THE PIPELINE WAS MISMARKED BY APPROXIMATELY 6 FEET AND THE EXCAVATOR FAILED TO DIG TEST HOLES AS REQUIRED IN ORDER TO ACCURATELY DETERMINE THE DEPTH AND LOCATION OF THE PIPELINE."
2005	15931	20050085	PUBLIC SERVICE CO OF COLORADO	PO BOX 1040	DENVER	DENVER	CO	80201	1615	5/23/2005	9700 S DRANSFELDT RD	PARKER	CO	DOUGLAS		104.46	39.32	3	NULL	2	RUPTURE				2	LONGITUDINAL-TEAR/CRACK	12		0	0	0	0	0	0	0	0	70000	0	5000	65000	YES	NULL	YES	30	2	PRECAUTIONARY	2	33	759713	5/23/2005	60	60	TEST PRESSURE	100	1	MAIN		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					2005	4	0.39	PE 2406	11000	SEAMLESS	N/A	UPONOR		4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	10	OTHER	SIDE WALK CONST	NO				NO			NULL			NULL																									NULL	NULL																						38	"DENNIS SKUBAL, TACTICAL COORDINATOR"	3035713858	DENNIS.SKUBAL@XCELENERGY.COM	CONTRACTOR EXCAVATING IN AREA NOT LOCATED FOR PIPELINE.  BACKHOE RUPTURED FOUR INCH PE GAS MAIN.  BLOWING GAS IGNITED.  FIRE DESTORYED BACKHOE.
2005	15952	20050086	PUBLIC SERVICE ELECTRIC AND GAS	"80 PARK PLAZA, T-14"	NEWARK	ESSEX	NJ	071024194	1315	5/18/2005	80 W PROSPECT STREET	WALDWICK	NJ	BERGEN	07463	130.6	085.2	3	NO	1	LEAK	3	PUNCTURE	1					0	0	0	0	0	0	0	0	800000	0	0	800000	NULL	NULL	YES	20			0	30	75913	5/18/2005	53	60	49 CFR SEC 192.619(a)(30)		3	SERVICE LINE		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					1968	0.5	0.06							6	INSIDE/UNDER BUILDING		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							1	GENERAL PUBLIC	10	OTHER	PEST CONTROL	NO				NO			NULL			NULL																									NULL	NULL																						36	KEVIN B. CARR	9734308095	WWW.KEVIN.CARR@PSEG.COM	"ON WEDNESDAY, MAY 18, 2005, AN EXTERMINATOR FROM HORIZON TERMITE AND PEST CONTROL CORPORATION WAS DRILLING HOLES FOR HOME TERMITE TREATMENT AT 80 W PROSPECT STREET IN WALDWICK, NEW JERSEY AND DRILLED INTO A 1/2"" PS, 60 PSIG GAS SERVICE.  THE TECHNICIAN INSTRUCTED THE HOMEOWNER TO EVACUATE AND THEN CALLED 911.  THE CALL WAS RECEIVED BY PSE&G'S CLIFTON DISPATCH AT 12:49, WAS IMMEDIATELY DISPATCHED, AND THE TECHNICIAN ARRIVED AT 1:11 PM WHERE THE POLICE AND FIRE WERE FOUND TO BE ON THE SCENE.  THE EXPLOSION OCCURRED FOUR MINUTES LATER.  A REVIEW OF THE RECORDS SHOWS THAT THE CONTRACTOR HAD NOT CALLED FOR A MARKOUT."
2005	4483	20050087	ENSTAR NATURAL GAS COMPANY	PO BOX 190288	ANCHORAGE	ANCHORAGE	AK	99519	153	6/13/2005	4141 E. 66TH AVE	ANCHORAGE	AK	ANCHORAGE	99502	61DEG15'N	149DEG45'W	3	NO	2	RUPTURE				1	CIRCUMFERENTIAL-SEPARATION			0	0	0	0	0	0	0	0	201050	50	1000	200000	YES	NO	NULL				1	17	761946	6/13/2005	55	60	TEST PRESSURE	100	2	METER SET		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC					1983	0.5	0.09	HDPE M8000				DRISCOPIPE	1983	3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							DAVID W. BREDIN	9072643745	DAVE.BREDIN@ENSTARNATURALGAS.COM	"ENSTAR WAS NOTIFIED BY ANCHORAGE FIRE DEPARTMENT OF A STRUCTURE FIRE AT 4141 E. 66TH AVE AT 0153 ON JUNE 13, 2005.  A SERVICEMAN AND CREW WERE DISPATCHED.  THE STRUCTURE FIRE CAUSED ENSTAR'S HDPE RISER AND METER SET ASSEMBLEY TO LEAK GAS AND IGNITE.  THE SERVICE LINE WAS DUG UP AND PINCHED OFF TO STOP THE BLOWING GAS.  GAS FROM ENSTAR'S FACILITIES DID NOT CAUSE OR CONTRIBUTE TO THE FIRE."
2005	18416	20050089	SOUTH COAST GAS CO	4076 HWY 1	RACELAND	LAFOURCHE	LA	70394	410	6/6/2005	104 W 72ND ST	CUTOFF	LA	LAFOURCHE	70345			3	NO	4	OTHER								0	0	0	0	0	0	0	0	898	898	0	0	NULL	NULL	NULL				1		0503727	6/6/2005	65	80			2	METER SET		5	OTHER	VALVE	1	STEEL											MULLER 1 INCH	MULLER		3	ABOVE GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							1	GENERAL PUBLIC	10	OTHER	CUSTOMER TAMPER WITH METER	NO				NO			NULL			NULL																									NULL	NULL																							RHONDA FOLSE RESOURCE COORDINATOR	9855375281	SAINT@MOBILETEL.COM	
2005	18484	20050090	SOUTHERN CALIFORNIA GAS COMPANY	555 WEST FIFTH STREET	LOS ANGELES	LOS ANGELES	CA	90013	701	6/1/2005	FLAMINGO @ BLUEBIRD	LAGUNA BEACH	CA	ORANGE		33.53479	-117.76958	3	NO	2	RUPTURE				1	CIRCUMFERENTIAL-SEPARATION			0	0	0	0	0	0	0	0	200000	0	200000	0	NO	NO	YES	1000	2	PRECAUTIONARY	4	43	760644	6/1/2005	50	100	TEST PRESSURE	100	1	MAIN		5	OTHER	VARIOUS DAMAGES VARI	1	STEEL												VARIOUS		2	UNDER PAVEMENT		3	NATURAL FORCES	EARTH MOVEMENT														3	LANDSLIDE													NULL				NULL			NULL			NULL																									NULL	NULL																						38	"W JEFF KOSKIE, SAFETY SYSTEMS ADVISOR"	2132443283	WKOSKIE@SEMPRAUTILITIES.COM	"ON JUNE 1, 2005 NUMEROUS GAS FACILITIES WERE DAMAGED WHEN A MAJOR LANDSLIDE OCCURRED IN THE CITY OF LAGUNA BEACH.  A NUMBER OF HOMES SLIPPED OFF OF A HILLSIDE IN THE AREA OF FLAMINGO AND BLUEBIRD ROADS.  GAS FACILITIES DAMAGED FROM THE LANDSLIDE INCLUDE 43 SERVICES, THREE 2"" STEEL MAINS AND NUMEROUS METER SET ASSEMBLIES.  IT WAS QUICKLY DETERMINED THAT THE AFFECTED SYSTEM WAS A ONE WAY FEED AREA AND THAT OUTAGES WOULD BE EXPERIENCED AS A RESULT OF EMERGENCY RESPONSE.  A PLAN WAS DEVELOPED TO STOP THE GAS FLOW INTO THIS AREA FROM A SAFE LOCATION, RESULTING IN APPROXIMATELY 360 RESIDENCES BEING SHUT DOWN TEMPORARILY.  SERVICE TO ALL HABITABLE HOMES HAS BEEN RESTORED.  APPROXIMATELY 2 DOZEN HOMES WERE SEVERELY DAMAGED OR DESTORYED.  THIS INCIDENT BECAME REPORTABLE TO THE DOT AND BASED UPON ESTIMATED DAMAGES TO GAS FACILITIES EXCEEDING $50,000.  FOR ANY FURTHER QUESTIONS, CONTACT JEFF KOSKIE AT 213-244-3283."
2005	13710	20050091	NICOR GAS	1844 FERRY ROAD	NAPERVILLE	DUPAGE	IL	60563	400	6/5/2005	9100 DURHAM DRIVE	HUNTLEY	IL	MCHENRY				3	NO	4	OTHER								0	0	0	0	0	0	0	0	401100	600	500	400000	YES	NO	NULL				1	20	761023	6/5/2005	58	60	TEST PRESSURE	105	2	METER SET		5	OTHER	METER SET	5	OTHER MATERIAL				ALUMIMUN CASE METER	2005									3	ABOVE GROUND		4	NATURAL FORCES	LIGHTNING																												NULL				NULL			NULL			NULL																									NULL	NULL																							LETICIA QUEZADA	6303882316	LQUEZAD@NICOR.COM	"LIGHTNING STRUCK THE HOUSE ON LOT 427 (9100 DURHAM DRIVE).  HOUSE FIRE MELTED THE METER SET AND RISER, THUSE CAUSING A RELEASE OF GAS.  FIRE DAMAGE ALSO SUSTAINED BY LOTS 425 AND 427.  GAS FACILITIES HAD NOT YET BEEN INSTALLED AT LOT 425 AND LOT 426."
2005	18484	20050092	SOUTHERN CALIFORNIA GAS COMPANY	555 WEST FIFTH STREET	LOS ANGELES	LOS ANGELES	CA	90013	1444	6/11/2005	2500 MIGUELITO RD	LOMPOC	CA	SANTA BARBARA		34.57978	-120.51825	3	NO	2	RUPTURE				2	LONGITUDINAL-TEAR/CRACK	2		0	0	0	0	0	0	0	0	320000	10000	10000	300000	NO	NO	NULL				1	48	761813	6/11/2005	180	185	49 CFR SEC 192.619(a)(30)		3	SERVICE LINE		1	BODY OF PIPE		1	STEEL					1928	8	0.25	24000 YIELD				VARIOUS	1928	4	UNDER GROUND		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	7	LANDOWNER		NO				NO			YES	1	ACCURATE	NULL																									NULL	NULL																						24	"W JEFF KOSKIE, SAFETY SYSTEMS ADVISOR"	2132443283	WKOSKIE@SEMPRAUTILITIES.COM	"ON JUNE 11, 2005 AN 8"" HIGH PRESSURE DISTRIBUTION SERVICE WAS DAMAGED BY CUSTOMER, CELITE CORPORATION.  EMPLOYEE OF CELITE CORPORATION WAS GRADING FIRE ROAD WHEN HE STRUCK AND PUNCTURED THE SERVICE FOR CELITE CORPORATION, RESULTING IN ONE OUTAGE.  INVESTIGATION OF THE INCIDENT SHOWED THAT CELITE CORPORATION DID NOT HAVE A USA TICKET, BUT THAT LINE MARKERS INDENTIFIED PATH OF THE DAMAGED SERVICE.  NO FIRE OR INJURIES RESULTED FROM THE ESCAPING GAS.  REPAIRS AND RESTORES WERE COMPLETED ON JUNE 13TH. THIS INCIDENT BECAME REPORTABE TO THE CPUC AND DOT BASED UPON THE CUSTOMER'S ESTIMATE OF PRODUCT LOST AND LOSS OF PRODUCTION.  THE CUSTOMER PROVIDED THIS ESTIMATE AT APPROXIMATELY 20:00.  THIS FACILITY MAKES/PROCESSES DIATOMACEOUS EARTH, AND THE ESTIMATED LOSS TO THE CUSTOMER IS APPROXIMATELY $300,000.  FOR ANY FURTHER QUESTIONS, CONTACT JEFF KOSKIE AT 213-244-3283."
2005	18416	20050093	SOUTH COAST GAS CO	4076 HWY 1	RACELAND	LAFOURCHE	LA	70394	943	6/20/2005	720 MAIN ST	LOCKPORT	LA	LAFOURCHE	70374			3	NO	2	RUPTURE				2	LONGITUDINAL-TEAR/CRACK	1		0	0	0	0	0	0	0	0	1170	1170	0	0	NULL	NULL	NULL				1		0504096	6/20/2005	60	80			3	SERVICE LINE					3	POLYETHYLENE PLASTIC							1.66							2	UNDER PAVEMENT		9	EXCAVATION DAMAGE	THIRD PARTY EXCAVATION DAMAGE																							3	EXCAVATOR OTHER THAN OPERATOR/SUBCONTRACTOR	10	OTHER	DRAINAGE	NO				NO			NULL			NULL																									NULL	NULL																							"RHONDA FOLSE, RESOURCE COORDINATOR"	9855375281	SAINT@MOBILETEL.COM	
2005	4499	20050094	CENTERPOINT ENERGY	290 S CASTELL AVENUE	NEW BRAUNFELS	COMAL	TX	78130	1240	4/21/2005	ENTIRE TOWN	CROCKETT	TX	HOUSTON		31191	95274	3	NO	4	OTHER								0	0	0	0	0	0	0	0	66970	0	66970	0	NO	NULL	NULL					30		4/21/2005		60			5	OTHER	PIPELINE GAS SUPPLY																			7	OTHER	VALVE	23	INCORRECT OPERATION	INCORRECT OPERATION																												NULL				NULL			NULL			NULL																									NULL	NULL												3	FAILURE TO FOLLOW PROCEDURES										EDWARD HORN OPERATIONS MANAGER	8306436922	ALBERT.E.HORN@CENTERPOINTENERGY.COM	GULF SOUTH PIPELINE LOST GAS SUPPLY TO THE CITY OF CROCKETT.  FAILURE WAS DUE TO A CONTROL VALVE BEING LEFT IN THE CLOSED POSITION.
2005	24015	20050095	YANKEE GAS SERVICES	107 SELDEN STREET	BERLIN	HARTFORD	CT	06037	333	6/14/2005	49 & 51 EAST STREET	WALLINGFORD	CT	NEW HAVEN	06492	41.45277	-072.83194	3	NO	4	OTHER								0	0	0	0	0	0	0	0	230535	335	200	230000	YES	NO	YES	10	2	PRECAUTIONARY	2	45	762014	6/14/2005	24	25	TEST PRESSURE	100	2	METER SET		5	OTHER	METERSET ASSEMBLY	5	OTHER MATERIAL				ALUMINUM METER AND REGULATOR	1997									3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	2	NATURAL																							NULL	NULL																							MICHAEL R. FORTIER  AREA OPERATIONS MANAGER	2036342403	FORTIMR@NU.COM	THE ONGOING STRUCTURE FIRE AT 49 EAST STREET CAUSED THE OUTSIDE METERSET ASSEMBLY (METER & REGULATOR) TO MELT RESULTING IN THE RELEASE OF NATURAL GAS AT A PRESSURE OF APPROXIMATELY 24 PSI.  THE GAS IGNITED AND CONTRIBUTED TO THE EXISTING STRUCTURE FIRE UNTIL THE GAS SERVICE WAS CUTOFF STOPPING THE FLOW OF GAS.  THE 10 PEOPLE EVACUATED FROM THE 2 STRUCTURES WERE EVACUATED BY FIRE PERSONNEL PRIOR TO THE FAILURE OF THE METERSET ASSEMBLY AND THE IGNITED OF THE GAS RELEASED.  AN APPROSIMATE TIME LINE OF THE EVENTS IS ATTACHED.
2005	18536	20050096	SOUTHWEST GAS	PO BOX 98510	LAS VEGAS	CLARK	NV	891938510	1552	5/27/2005	1841 SOUTH CAMPBELL AVENUE UNITS 1 & 2	TUCSON	AZ	PIMA	85713	32.200013	-110.943091	3	NO	1	LEAK	3	PUNCTURE	2					0	0	0	0	1	0	1	0	225000	0	25000	200000	YES	YES	YES	4	2	PRECAUTIONARY	2	30	760206	5/27/2005	60	60	TEST PRESSURE	100	1	MAIN		1	BODY OF PIPE		3	POLYETHYLENE PLASTIC			YES		1981	2	0.22	ASTM D2513		N/A	N/A	DUPONT	1981	4	UNDER GROUND		14	MATERIAL AND/OR WELD FAILURES	BODY OF PIPE																												NULL				NULL			NULL			NULL			5	OTHER	CRACK																	YES	2	PROCEDURE NOT FOLLOWED	NO	YES	8	12	1981	2	100																	28	"VERNON SULLIVAN, SPECIALIST/COMPLIANCE"	5207946034	VERNON.SULLIVAN@SWGAS.COM	"BRIEF DESCRIPTION    AT 1552 HOURS ON MAY 27, 2005, SOUTHWEST GAS WAS NOTIFIED OF A FIRE AT 1841 SOUTH CAMPBELL AVENUE.  UPON ARRIVAL AT 1614 HOURS, TWO APARTMENT UNITS WERE FOUND TO BE DAMAGED BY THE REPORTED FIRE.  A LEAK INVESTIGATION WAS INITIATED AND THE PRESENCE OF GAS WAS DETECTED BELOW GROUND.  GAS CONTROL OF THE MAIN AND SERVICES IN THE VICINITY OF THE FIRE WAS ACHIEVED AT 1822 HOURS BY DIGGING AND SQUEEZING, WHICH RESULTED IN AN OUTAGE OF 28 SERVICES.  ONE PERSON REQUIRED INPATIENT HOSPITALIZATION.  FURTHER INVESTIGATION DETERMINED THAT THE LEAK WAS ON A 2"" POLYETHYLENE MAIN.  THE LEAK WAS DUE TO ROCK IMPINGEMENT.  THERE IS A POSSIBILITY THAT PREVIOUS THIRD PARTY EXCAVATION IN THE IMMEDIATE AREA WAS A CONTRIBUTING FACTOR TO THE INCIDENT.  AN INVESTIGATION IS ONGOING.       RESULTS OF AN ANALYSIS CONDUCTED ON THE POLYETHYLENE MAIN DETERMINED THE PROBABLE CAUSE OF THE CRACK IN THE PIPE WAS THE RESULT OF ROCK IMPINGEMENT.  WHILE THIRD PARTY EXCAVATION WAS KNOW TO HAVE TAKEN PLACE IN THE VICINITY OF THE FAILED PIPE SECTION, FINDINGS WERE INCONCLUSIVE SO TO WHETHER THIS WORK CONTRIBUTED TO THE INCIDENT."
2005	1088	20050097	BALTIMORE GAS & ELECTRIC COMPANY	1699 LEADENHALL STREET	BALTIMORE	BALTIMORE	MD	21230	1410	6/17/2005	7704 QUARTERFIELD ROAD SUITE D	GLEN BURNIE	MD	ANNE ARUNDEL	21061	39.14787	76.64018	3	NO										0	0	0	0	0	0	0	0	500000	0	0	500000	YES	NO	YES	30	2	PRECAUTIONARY	0	45	762514	6/17/2005	92	99	TEST PRESSURE	150	2	METER SET					5	OTHER MATERIAL				ALUMINUM	2002									3	ABOVE GROUND		10	OTHER OUTSIDE FORCE DAMAGE	FIRE/EXPLOSION AS PRIMARY CAUSE																												NULL				NULL			NULL			NULL	1	MAN MADE																							NULL	NULL																							"DANIEL E EICHELBERGER, FIELD SUPERVISOR"	4102915858	DANNYEICHELBERGER@BGE.COM	"ANNE ARUNDEL COUNTY FIRE INVESTIGATION BUREAU (FIB) OFFICER DOUG WILSON REPORTS THAT AN OUTSIDE FIRE IMPINGED ON THE GAS METER AND REGULATOR INSTALLATION CAUSING DAMAGE TO THE REGULATOR BODY, RELEASE AND THEN IGNITION OF NATURAL GAS.  JUVENILES WERE WITNESSED IN TEH REAR OF THE BUILDING BEFORE THE FIRE WAS DISCOVERED.    OTHER WITNESS STATEMENTS COLLABORATED THE FIB FINDINGS THAT THERE WAS A TRASH FIRE IN THE REAR OF THE BUILDING IN THE ARE LOCATED BETWEEN THE GAS AND ELECTRIC METERING EQUIPMENT AND A REFRIGERATED COOL BOX.  THE FIRE WAS ORIGINALLY CONFINED TO THAT TRASH; THE GAS EQUIPMENT WAS NOT INVOLVED UNTIL IT WAS DAMAGED BUY THE HEAT OF THE FIRE."
2005	30769	20050098	MISSOURI GAS ENERGY	3420 BROADWAY	KANSAS CITY	CLAY	MI	64062	2240	5/25/2005	18123 SALEM ROAD	LAWSON	MO	CLAY	64062	39.42276	-94.21636	1	NO	4	OTHER								0	0	0	0	0	0	0	0	49969	2237	47732	0	NO	NO	NULL				0	40	60009	5/25/2005	13	15	49 CFR SEC 192.619(a)(30)		4	PRESSURE LIMITING AND REGULATING FACILITY		5	OTHER	4 INCH ELL	1	STEEL					1971	4	25						1971	3	ABOVE GROUND		11	OTHER OUTSIDE FORCE DAMAGE	"CAR, TRUCK OR OTHER VEHICLE NOT RELATED TO EXCAVATION ACTIVITY"																												NULL				NULL			NULL			NULL																									NULL	NULL																							"JIM GORMAN, SUPERINTENDENT OF STANDARDS & TRAINING"	8163605893	JGORMAN@MGEMAIL.COM	"AN OUT OF CONTROL VEHICLE, WHICH APPEARED TO BE TRAVELING AT A HIGH RATE OF SPEED, WENT THROUGH TWO FENCES, TRAVERSED A DITCH AND IMPACTED A REGULATOR STATION.  A FOUR (4) INCH ELBOW WAS BROKEN OFF BELOW GROUND ON THE OUTLET SIDE OF THE REGULATOR STATION.  BOTH THE REGULATORS AND STATION PIPING WERE DEMOLISHED IN THE ACCIDENT.  SERVICE TO 919 CUSTOMERS WAS INTERRUPTED UNTIL THE STATION COULD BE REBUILT AND THE LINES PUTGED OF ALL AIR.  ALL CUSTOMERS WERE PUT BACK IN SERVICE."
